 	Mean1	Mean2	Mean3	Mean4	Mean5	Mean6	Mean7	Mean8	Mean9	Mean10	Mean11	Mean12	Mean13	Mean14	Mean15	Mean16	Mean17	Mean18	Mean19	Mean20	Mean21	Mean22	Mean23	Mean24	Mean25	Mean26	Mean27	Mean28	Mean29	Mean30	Mean31	Mean32	Mean33	Mean34	Mean35	Mean36	Mean37	Mean38	Mean39	Mean40	Mean41	Mean42	Mean43	Mean44	Mean45	Mean46	Mean47	Mean48	Mean49	Mean50	Mean51	Mean52	Mean53	Mean54	Mean55	Mean56	Mean57	Mean58	Mean59	Mean60	Mean61	Mean62
1271	963.750	1060.677	993.634	1953.727	901.019	1229.438	695.846	467.480	773.606	530.939	750.738	719.000	523.680	1273.288	1974.781	2138.572	1496.250	1484.735	898.800	1095.356	1019.059	878.956	1134.545	1109.089	3151.919	1316.410	1010.429	985.333	683.343	2733.250	3052.912	1029.677	1117.781	929.436	1148.318	2555.643	1219.436	1276.429	1438.263	1321.618	1099.595	998.081	1173.000	992.000	1316.231	877.219	855.190	1088.238	1388.588	1039.846	1018.769	1286.471	1061.875	895.270	903.857	874.159	993.235	1109.162	1001.267	897.594	1177.625	531.050
1272	982.341	1048.500	1003.415	1814.682	895.692	1147.906	684.231	463.040	752.242	511.697	736.500	740.077	502.400	1170.615	1928.781	2133.886	1454.281	1467.177	887.040	1142.978	990.147	894.133	1087.182	1132.933	3187.459	1282.641	995.500	1005.556	662.257	2824.781	3055.853	1041.839	1188.000	919.333	1125.909	2502.690	1229.154	1282.786	1522.684	1289.709	1098.865	988.838	1150.375	968.692	1290.923	876.031	858.952	1099.000	1350.294	995.019	982.962	1305.588	1051.781	917.027	881.714	857.818	950.618	1076.459	975.733	918.188	1160.906	527.433
1273	1010.364	1042.294	1006.805	1742.477	910.115	1191.594	702.000	455.160	777.576	514.394	761.571	773.282	529.280	1163.038	1992.732	2137.057	1506.281	1479.147	902.760	1147.222	975.529	921.133	1055.636	1156.622	3144.676	1282.897	1020.071	1014.444	690.571	2847.312	3122.059	1081.839	1220.719	928.308	1139.841	2498.881	1233.974	1323.679	1526.947	1324.309	1158.000	1012.297	1185.125	980.346	1301.115	901.844	859.714	1114.143	1390.177	1001.904	1006.885	1313.608	1040.406	923.513	884.000	875.841	946.000	1083.946	992.433	923.438	1199.594	541.383
1274	1009.614	1044.853	1019.634	1668.705	907.635	1221.438	687.718	473.800	789.212	512.455	768.119	742.205	527.000	1102.654	2031.366	2045.571	1507.344	1537.882	913.320	1171.533	1026.471	939.133	1092.061	1184.467	3137.649	1303.359	1013.929	1043.704	655.743	2834.656	3202.147	1140.548	1302.406	944.949	1195.455	2589.857	1235.872	1367.571	1593.579	1345.873	1204.973	987.000	1218.062	1014.500	1312.038	950.219	890.048	1144.952	1398.353	1048.673	1010.500	1307.863	1056.469	925.622	901.167	921.500	956.118	1163.324	996.633	966.781	1212.281	545.733
1275	1021.909	1043.206	1039.902	1518.614	936.346	1219.906	732.949	546.600	778.515	525.545	774.238	789.333	537.440	1254.635	1990.537	2061.029	1545.688	1539.823	1240.840	1176.644	1013.059	954.978	1098.515	1175.933	3175.568	1316.077	1030.679	1010.444	655.571	2901.812	3144.323	1182.742	1332.469	945.718	1191.000	2616.095	1286.615	1370.393	1678.947	1355.491	1221.324	1010.811	1223.188	1041.115	1338.308	948.000	921.381	1113.048	1428.441	1033.750	1065.731	1278.922	1061.531	970.297	923.071	916.614	935.412	1127.865	1013.700	1002.000	1294.688	584.550
1276	1092.000	1068.412	1213.634	1467.227	1005.250	1608.969	763.667	823.880	824.485	553.515	796.976	827.538	548.600	1217.673	2102.366	2070.600	1727.188	1591.677	2351.020	1314.667	1163.029	1016.711	1193.485	1227.733	3168.081	1399.385	1080.286	1029.889	719.714	2731.719	3071.412	1259.806	1377.875	1052.436	1281.909	3027.072	1373.846	1497.321	1675.947	1517.273	1224.811	1077.135	1203.312	1059.462	1365.731	986.938	967.095	1156.429	1584.118	1043.558	1135.654	1296.725	1059.906	1061.297	973.024	932.591	1016.000	1102.486	1097.567	1360.438	1456.344	641.383
1277	1079.295	1051.529	1225.756	1435.932	946.692	1645.656	721.282	898.040	825.545	546.909	776.643	813.436	534.880	1089.250	2028.463	2039.000	1687.562	1617.647	2729.920	1300.622	1183.029	976.933	1123.515	1177.867	3007.243	1374.641	1022.607	1013.000	698.143	2540.938	2848.000	1210.194	1246.438	1041.359	1254.386	3026.500	1330.308	1435.071	1636.474	1426.818	1141.351	1043.649	1194.125	996.192	1319.654	931.562	932.571	1087.476	1493.529	978.481	1106.923	1212.235	1067.500	1020.595	926.071	859.500	960.353	1046.243	1050.467	1557.812	1346.906	606.117
1278	1074.659	1042.029	1266.122	1581.386	929.577	1552.375	683.795	777.560	830.697	522.182	722.119	825.154	536.960	975.654	2037.707	2049.886	1562.406	1549.147	2913.040	1284.911	1132.118	974.756	1104.758	1160.978	2871.135	1387.385	1002.607	985.185	663.286	2356.688	2646.177	1209.903	1203.875	1048.205	1201.364	2882.952	1340.077	1444.821	1681.105	1418.091	1057.324	1077.432	1146.812	975.000	1238.462	852.156	984.048	1235.143	1437.471	914.173	1284.038	1186.588	1072.344	1039.108	888.976	826.568	933.706	954.243	1017.367	1649.469	1263.344	597.833
1279	1042.636	1037.823	1225.366	1873.773	895.269	1410.281	659.410	709.360	823.788	508.061	690.548	814.923	524.480	969.923	1999.829	2137.600	1560.906	1486.118	2736.280	1253.556	1101.500	948.667	1042.424	1104.378	2687.162	1474.154	1024.929	965.778	665.429	2169.906	2468.000	1217.742	1180.562	1064.513	1247.068	2989.619	1332.795	1392.571	1710.947	1436.800	1026.135	1074.054	1134.625	926.269	1238.231	896.438	941.762	1407.619	1478.147	891.308	1458.115	1133.882	1024.062	968.108	859.452	783.659	917.382	937.162	983.767	1559.094	1206.531	572.900
1280	1004.045	1004.382	1222.683	2203.341	885.673	1360.688	664.513	663.080	863.455	554.151	683.143	850.333	529.200	934.192	1986.415	2155.086	1551.031	1467.412	2551.940	1182.333	1105.765	919.822	990.849	1129.533	2567.568	1505.744	1024.036	962.074	669.486	2084.281	2298.853	1231.000	1187.531	1074.949	1291.545	2940.238	1348.410	1392.643	1764.842	1428.873	1038.081	1036.568	1105.438	886.538	1243.923	925.250	900.381	1477.476	1473.882	909.846	1622.269	1098.451	1035.000	945.378	841.143	761.795	918.529	947.459	974.367	1441.906	1149.812	564.433
1281	965.295	1002.059	1182.366	2500.545	866.500	1259.094	634.282	604.320	884.333	626.394	671.690	822.128	483.080	867.962	1877.195	2118.314	1440.781	1447.794	2330.880	1156.444	1085.618	858.733	936.273	1082.400	2349.838	1419.872	992.571	938.222	656.086	1890.969	2026.471	1210.161	1132.469	1056.051	1348.318	2715.310	1307.769	1308.321	1647.263	1361.382	981.973	980.757	1058.500	879.500	1201.269	949.469	852.190	1380.571	1496.853	930.115	1645.577	1030.804	1012.500	860.487	775.905	752.795	900.559	919.054	902.367	1284.062	1092.562	559.317
1282	1008.045	920.618	1125.098	2767.136	790.904	1166.750	590.820	548.520	858.667	609.333	634.857	783.820	463.600	820.192	1863.512	2075.514	1404.438	1396.177	2117.940	1147.000	1080.677	832.844	903.939	1103.178	2260.973	1372.513	965.214	924.296	623.171	1758.000	1922.118	1197.032	1062.062	1056.487	1340.250	2512.286	1266.846	1268.250	1595.579	1280.109	916.649	916.162	1057.438	842.615	1173.962	900.969	819.667	1318.095	1442.765	863.615	1623.654	989.706	935.656	817.730	754.000	739.182	880.853	886.108	843.767	1139.625	1054.500	514.400
1283	943.227	910.559	1071.244	2877.659	751.731	1091.062	600.538	509.720	858.303	609.242	605.381	740.205	454.240	867.577	1801.366	2038.971	1329.344	1334.618	1958.120	1087.133	1048.177	803.600	889.515	1118.956	2109.784	1313.077	944.893	899.926	588.600	1651.406	1703.412	1148.645	1072.719	998.872	1290.341	2308.928	1201.077	1244.964	1508.316	1249.036	884.378	893.757	1029.562	815.000	1140.385	884.938	778.000	1269.857	1373.529	818.885	1559.038	924.039	948.812	792.919	729.619	693.318	853.000	848.784	801.133	1047.281	1014.156	484.300
1284	961.614	908.029	1070.195	3017.227	763.038	1073.000	579.872	463.880	768.515	589.182	623.833	706.051	443.440	864.519	1857.098	2014.371	1317.031	1360.559	1798.920	1093.156	1071.794	797.044	836.545	1137.689	1994.784	1283.051	943.036	910.185	611.000	1574.312	1582.323	1110.290	1210.500	1021.820	1238.705	2143.762	1206.205	1244.500	1506.316	1194.036	843.108	871.892	1018.875	779.077	1108.692	886.094	764.381	1295.857	1394.382	779.173	1424.346	924.647	903.188	761.784	725.429	682.636	834.618	843.027	775.233	976.562	972.781	478.333
1285	934.955	903.676	1210.951	3123.045	742.346	1035.312	587.820	438.440	784.030	546.758	605.190	710.103	446.800	931.654	1811.439	2036.514	1306.938	1358.588	1687.080	1124.244	1059.941	821.933	835.151	1136.111	1864.081	1226.282	941.964	889.630	717.229	1483.531	1420.706	1092.548	1302.969	999.590	1208.659	1986.476	1174.128	1235.036	1464.368	1190.891	840.865	888.513	1026.500	790.577	1135.731	891.312	753.143	1245.429	1357.412	764.577	1306.654	904.745	899.688	758.757	716.548	697.205	833.735	814.757	785.300	948.906	987.938	482.250
1286	866.023	899.647	1191.512	3207.864	755.942	1030.688	564.897	426.000	758.303	544.909	616.595	707.923	440.480	888.942	1807.537	2030.600	1305.969	1329.000	1545.700	1078.378	1061.206	764.444	805.545	1089.556	1762.108	1210.308	908.893	872.037	837.686	1361.531	1304.412	1066.581	1246.875	935.180	1160.341	1836.571	1125.949	1159.893	1401.737	1155.618	827.676	850.513	991.188	769.231	1130.115	891.125	730.810	1190.524	1368.177	755.750	1214.000	888.176	866.219	743.459	717.929	697.045	803.941	840.622	764.333	914.094	975.438	466.150
1287	819.795	892.735	1161.390	3230.114	736.692	956.500	550.462	395.480	744.849	519.303	609.667	653.462	440.160	853.000	1769.512	1989.486	1287.188	1312.235	1460.220	1047.889	1012.588	777.244	785.788	1061.111	1655.919	1174.667	916.214	876.074	776.686	1265.938	1164.353	1053.484	1146.938	892.308	1105.909	1634.857	1090.795	1157.571	1333.263	1114.255	802.378	849.811	1008.875	736.769	1126.731	857.062	722.190	1227.667	1250.265	766.019	1190.808	854.706	869.875	732.162	718.238	667.250	802.382	811.378	744.933	852.750	948.875	446.917
1288	818.045	869.088	1073.537	3276.045	716.288	1023.500	543.744	374.480	750.424	550.667	566.095	643.513	413.120	793.731	1779.683	2020.314	1248.344	1309.823	1515.080	1041.689	1033.500	776.800	777.061	1016.956	1598.324	1174.590	903.107	864.630	681.200	1205.375	1076.500	1068.258	1152.562	856.077	1085.364	1535.119	1069.615	1109.429	1278.789	1092.673	791.459	841.513	1007.750	721.538	1098.077	842.625	717.524	1123.619	1250.382	747.000	1166.885	837.451	850.500	700.973	693.000	675.591	804.735	809.162	737.233	819.031	915.406	441.617
1289	803.591	855.294	1017.707	3296.955	705.904	1029.375	556.641	402.600	732.606	520.788	575.619	612.000	404.960	725.192	1673.024	1956.657	1236.938	1301.294	1450.960	1012.778	987.853	743.200	761.606	1019.378	1505.486	1149.974	886.964	856.111	646.514	1131.344	982.706	1027.484	1257.219	845.000	1079.841	1383.167	1060.692	1065.000	1235.579	1065.055	760.351	823.081	967.375	707.308	1073.269	816.562	689.190	1044.952	1247.382	732.981	1162.192	843.490	850.281	697.054	697.786	638.523	792.941	812.189	721.733	770.312	901.094	434.467
1290	852.000	875.441	952.488	3299.273	709.115	1054.594	563.000	392.040	761.424	519.394	581.881	643.897	444.080	683.077	1768.585	2033.571	1252.094	1337.677	1327.240	1038.889	1002.059	775.378	789.515	1067.489	1462.892	1153.256	901.143	852.407	647.657	1136.469	967.147	1010.226	1417.094	853.974	1100.273	1395.071	1044.846	1153.036	1297.158	1238.564	829.838	833.757	962.000	723.077	1165.923	860.219	739.143	1022.810	1242.353	777.288	1092.192	871.549	836.438	726.405	726.119	665.659	841.588	831.568	738.433	776.656	954.344	449.050
1291	1278.000	954.412	1025.195	3304.045	766.038	1141.406	610.205	404.880	795.212	560.606	662.333	723.077	477.800	809.442	1863.659	2170.914	1368.688	1403.529	1360.100	1058.156	1691.382	846.511	903.455	1389.333	1497.405	1333.615	953.500	949.333	695.229	1273.000	1141.765	1149.484	1739.969	928.000	1267.477	1577.357	1182.744	1465.714	1467.684	2316.073	1220.730	898.730	1026.438	813.000	1270.077	905.344	889.810	1152.905	1337.147	886.038	1148.462	951.627	885.156	862.703	797.738	780.114	949.824	920.459	816.833	910.625	1107.938	540.383
1292	1327.182	974.088	1018.512	3281.818	806.000	1210.500	619.308	434.720	831.758	570.303	687.310	722.487	457.880	936.365	1929.561	2272.800	1480.094	1449.088	1258.020	1138.022	1978.029	870.644	932.151	1443.222	1464.351	1379.128	1065.071	1003.482	693.514	1315.188	1180.765	1147.581	1725.219	947.333	1243.227	1526.619	1187.641	1470.071	1487.368	2400.600	1230.919	936.676	1071.375	814.000	1281.500	909.719	882.810	1117.095	1348.735	911.019	1169.385	1008.412	927.906	876.297	821.833	828.000	976.765	1036.108	898.867	885.344	1104.719	534.833
1293	1281.705	956.353	972.878	3151.614	804.115	1152.531	639.308	404.240	790.061	510.576	652.286	681.769	467.200	824.058	1867.293	2157.943	1355.469	1407.471	1122.520	1066.511	1831.088	850.756	897.061	1370.156	1377.081	1302.026	1044.429	987.444	685.543	1209.844	1089.294	1056.645	1622.469	889.692	1198.750	1367.071	1115.436	1297.107	1423.842	2197.582	1128.541	905.703	1049.625	812.615	1258.500	867.031	819.952	1066.905	1322.794	839.962	1034.308	969.039	923.781	840.297	799.143	787.045	926.147	980.568	856.133	828.188	1046.031	522.567
1294	1257.614	951.176	940.122	3049.818	822.596	1161.656	638.128	443.680	798.667	500.576	681.905	704.872	484.360	805.635	1895.293	2179.800	1389.469	1425.765	1041.640	1040.578	1704.823	862.667	922.636	1269.222	1399.892	1305.744	1072.214	981.704	693.800	1202.406	1065.823	1093.097	1561.781	888.282	1170.045	1301.786	1132.692	1307.214	1387.632	2046.146	1051.946	937.351	1039.875	825.154	1268.462	865.312	783.667	1031.381	1299.000	812.981	1037.923	992.510	941.562	837.027	809.762	784.091	916.941	995.649	879.800	829.375	1051.812	510.283
1295	1391.955	988.912	966.781	2886.455	849.385	1160.562	652.180	443.840	852.303	527.121	712.690	739.103	471.800	772.327	1901.707	2212.343	1418.188	1515.823	1029.400	1081.067	1611.206	861.422	952.303	1281.533	1342.757	1316.359	1101.250	990.148	747.086	1146.781	1218.088	1157.645	1671.062	893.615	1179.045	1335.238	1113.846	1246.571	1414.053	1960.836	1034.405	948.189	1075.000	842.846	1277.808	831.406	846.238	1018.952	1288.618	839.596	1042.962	1041.843	1012.969	831.027	851.024	796.795	921.441	1044.595	917.833	873.344	1087.031	533.250
1296	1522.977	1011.412	983.073	2761.750	930.462	1265.219	719.615	477.480	1020.303	587.636	753.500	779.564	506.520	753.096	1937.927	2199.572	1428.594	1622.735	1004.700	1103.644	1623.882	896.889	965.182	1270.778	1442.297	1501.051	1176.464	1068.259	788.086	1203.969	1299.971	1325.097	1637.438	942.385	1271.068	1345.357	1172.205	1280.286	1409.789	1822.055	1095.486	987.811	1170.938	890.423	1282.269	867.625	868.667	1019.286	1282.647	926.692	1163.462	1091.392	1031.812	893.649	933.786	864.045	942.353	1158.946	1017.200	906.062	1136.719	563.133
1297	2079.023	1116.941	1056.878	2867.364	992.885	1306.594	765.026	517.760	934.000	603.424	774.048	798.231	530.600	801.712	2230.732	2595.600	1610.562	1552.677	1287.700	1148.556	1631.088	967.889	1103.697	1309.311	1753.459	1478.949	1327.000	1135.926	859.629	1253.000	1350.118	1342.097	1835.531	1024.615	1330.864	1452.619	1229.282	1421.464	1480.737	1860.618	1195.270	1093.838	1202.688	971.500	1441.769	929.094	929.190	1141.619	1452.029	996.269	1348.615	1233.882	1138.906	946.081	998.167	945.409	1003.618	1099.622	1144.267	1037.938	1181.781	607.600
1298	2961.318	1142.177	1136.073	2522.159	1171.038	1489.156	816.282	575.360	1190.788	653.424	890.452	980.564	571.000	876.385	2359.902	2438.714	1629.219	1808.118	1703.900	1289.467	1956.588	1049.689	1237.151	1294.867	1771.162	1858.513	1464.357	1211.667	869.457	1291.375	1435.353	1622.161	1893.219	1127.051	1493.705	1798.714	1375.744	1576.464	1447.842	1796.945	1456.676	1223.676	1475.625	1091.346	1465.615	975.969	983.286	1178.571	1398.353	1271.500	1462.923	1364.588	1348.250	1025.081	1167.048	1013.591	1112.412	1288.919	1238.400	1206.750	1333.062	707.817
1299	2816.000	1185.353	1070.854	2634.409	1073.096	1438.344	789.436	541.640	967.909	711.697	891.857	931.077	537.760	872.731	2365.512	2835.743	1792.625	1639.677	1500.420	1220.533	1750.882	1100.533	1226.424	1300.089	1814.703	1616.308	1434.607	1199.852	965.886	1248.688	1454.677	1522.677	1900.406	1163.077	1368.295	1706.167	1335.128	1496.321	1520.632	1770.836	1638.486	1274.351	1296.312	1091.269	1616.654	964.438	972.333	1294.286	1592.647	1223.827	1525.462	1432.686	1291.844	1010.162	1058.762	1010.909	1045.382	1202.405	1274.333	1212.062	1340.906	738.000
1300	2874.045	1216.647	1108.366	2533.045	1076.635	1437.156	808.385	591.440	940.576	761.636	924.905	939.564	556.320	858.750	2442.024	2944.314	1864.031	1699.794	1437.800	1232.111	1745.294	1164.933	1243.485	1373.022	1869.730	1647.923	1403.179	1202.407	974.943	1253.125	1508.941	1631.129	1906.500	1221.615	1480.182	1815.286	1559.051	1769.143	1629.474	1793.945	1867.649	1345.054	1304.875	1107.923	1636.654	1008.812	1021.143	1504.429	1608.706	1271.635	1648.692	1477.765	1507.562	1072.541	1072.429	1069.909	1063.265	1196.946	1246.800	1235.406	1446.250	804.700
1301	2947.205	1237.441	1129.317	2000.977	1272.538	1587.219	829.692	620.760	1450.364	758.697	911.405	1207.923	627.040	907.981	2252.000	2403.629	1629.750	1879.941	1445.440	1296.556	1878.559	1169.178	1355.697	1295.533	1686.459	2403.718	1360.536	1286.259	935.971	1252.938	1582.647	2050.806	1709.406	1231.487	1659.227	1818.833	1534.795	1802.786	1505.316	1675.218	1948.054	1272.730	1593.062	1160.385	1522.154	989.344	1102.429	1310.143	1402.206	1445.712	1651.038	1512.882	1452.250	1022.081	1309.167	1060.136	1138.323	1297.568	1309.067	1229.250	1463.188	729.133
1302	2964.773	1354.971	1226.439	1755.205	1626.154	1745.750	925.308	700.160	1932.485	710.333	955.333	1445.872	714.400	953.000	2113.146	2057.457	1606.969	2035.323	1451.840	1366.000	1952.147	1288.022	1543.121	1286.778	1604.865	3198.539	1411.393	1498.370	957.343	1296.312	1467.529	2853.226	1657.844	1374.872	1806.864	1863.690	1548.846	1651.714	1446.579	1672.800	1808.784	1262.432	1636.125	1398.462	1541.423	1052.875	1173.048	1315.333	1308.441	1782.712	1820.654	1515.196	1554.812	1042.405	1540.857	1107.636	1184.088	1326.135	1530.433	1269.656	1461.000	722.183
1303	2728.273	1507.706	1422.829	2031.000	1916.173	1894.688	1072.051	792.920	2017.697	737.364	1016.143	1587.538	778.760	1045.154	2004.317	2018.229	1792.844	2151.000	1483.740	1528.844	1940.471	1447.911	1725.849	1435.822	1699.270	3453.461	1566.786	1731.185	1000.543	1431.750	1534.823	3514.806	2000.844	1559.154	1946.545	2001.810	1717.897	1833.464	1490.211	1853.582	1822.595	1411.378	1813.812	1533.308	1781.192	1107.906	1356.571	1489.476	1355.265	1944.654	2014.346	1812.765	1736.500	1164.649	1743.286	1137.159	1289.882	1407.703	1811.067	1414.031	1611.031	801.150
1304	2904.068	1559.029	1436.610	2512.818	1940.596	1865.688	1029.692	810.880	2125.818	791.758	1024.143	1723.923	800.040	1071.077	2298.781	2245.286	1853.469	2103.765	1500.120	1623.378	2004.118	1438.800	1716.727	1532.400	1739.432	3182.641	1587.536	1621.963	1071.714	1470.062	1758.177	3068.936	2257.656	1473.897	1931.977	1904.500	1682.077	2023.107	1712.684	2023.055	1821.838	1355.162	1896.750	1606.115	1723.269	1090.656	1297.571	1376.714	1423.853	1769.462	2045.500	1985.078	1715.531	1286.541	1700.738	1193.545	1245.559	1369.973	1759.000	1424.312	1552.719	825.883
1305	2884.705	1481.500	1363.390	2533.273	1906.173	1858.031	987.744	819.320	2023.879	836.394	977.452	1678.410	713.160	1042.673	2441.366	2308.743	1919.250	2056.706	1509.020	1655.156	1951.294	1365.289	1665.030	1507.911	1681.216	2976.744	1499.357	1530.296	1020.800	1473.750	1705.647	2835.677	2319.562	1398.795	1882.182	1904.595	1747.897	2148.000	1671.105	2038.745	1877.595	1323.324	1879.875	1498.231	1581.308	1083.906	1238.905	1286.857	1460.500	1641.519	2076.154	1996.216	1755.969	1310.838	1667.000	1168.864	1196.382	1394.243	1677.633	1419.312	1574.219	766.317
1306	2795.068	1543.088	1450.317	2400.068	2008.519	2090.312	1007.128	1073.680	2288.788	895.182	1044.286	1826.026	800.280	1127.712	2287.732	2235.457	1975.781	2221.941	3004.660	1950.444	2008.471	1569.044	1865.636	1571.044	1933.811	3220.846	1509.000	1590.370	1131.257	1485.719	1715.941	3366.097	2213.594	1516.897	2082.114	2029.929	1819.846	2372.607	1650.263	2033.945	1854.486	1413.081	1871.000	1655.962	1740.654	1129.250	1360.238	1391.333	1486.206	1839.962	2085.654	2094.588	1765.938	1526.378	1838.643	1157.841	1306.677	1406.351	1886.700	1759.844	1613.062	822.650
1307	2757.841	1364.500	1361.634	2289.136	1539.808	2289.969	966.026	1595.640	1561.000	1069.697	1027.214	1448.026	708.560	1243.923	2691.756	2723.143	2175.000	2006.971	3521.080	1797.889	1872.500	1314.333	1798.182	1433.667	2048.865	2143.410	1441.429	1337.778	1125.829	1449.719	1661.441	2136.613	2232.500	1384.897	1802.705	1827.548	1775.615	2251.643	1627.842	1901.709	1745.838	1475.405	1579.250	1330.038	1645.923	1099.344	1120.333	1287.571	1763.323	1365.769	2099.269	2266.882	1556.469	1800.676	1532.786	1561.864	1270.059	1389.568	1678.300	1619.438	1572.719	824.217
1308	2659.545	1385.118	1348.756	2038.841	1798.327	1996.062	944.872	1304.400	2100.152	926.000	955.762	1750.795	700.520	1210.788	2151.317	2172.400	1856.844	2063.529	3669.480	1765.489	1744.382	1367.400	1809.667	1336.622	1880.054	2741.333	1371.607	1411.037	1025.543	1270.844	1357.588	2831.613	1880.719	1332.487	2010.114	1713.595	1561.205	1982.893	1387.737	1642.564	1522.568	1242.189	1643.312	1446.231	1539.962	1012.875	1098.571	1153.667	1432.941	1427.115	1744.846	2104.059	1433.562	1553.892	1643.452	1756.000	1179.412	1313.919	1686.467	1556.875	1436.281	741.450
1309	2364.273	1169.765	1179.756	1799.955	1469.615	1843.969	828.641	1249.440	1730.939	882.758	854.643	1445.256	618.000	1067.154	2252.463	2162.572	1757.531	1853.735	3562.860	1478.956	1477.000	1103.133	1529.424	1192.311	1761.135	2035.410	1219.500	1278.222	891.057	1134.344	1203.235	2051.968	1658.750	1174.641	1848.773	1459.024	1371.128	1637.571	1328.579	1422.418	1264.973	1096.432	1468.188	1140.962	1330.269	866.375	949.571	985.810	1371.706	1122.192	1672.615	1949.078	1193.562	1410.459	1364.905	2061.955	1049.941	1231.622	1401.200	1286.719	1299.219	653.067
1310	2107.409	1129.735	1097.415	1576.932	1333.365	1820.375	803.359	1066.920	1619.697	792.333	808.000	1331.103	587.080	942.192	2188.293	2084.257	1609.906	1784.088	3521.560	1389.022	1349.941	1030.089	1388.788	1183.444	1610.270	1894.513	1148.250	1202.296	805.629	1073.500	1088.971	1881.742	1539.781	1158.590	1815.182	1347.667	1271.436	1503.036	1275.684	1325.945	1135.081	1062.351	1376.250	1010.846	1249.500	828.625	911.238	931.143	1313.500	1009.192	1628.769	1808.451	1131.938	1270.216	1228.024	2022.727	1000.794	1196.297	1274.500	1161.062	1206.938	602.700
1311	1822.091	1123.353	1024.049	1520.864	1088.769	1735.469	718.205	935.880	1232.606	773.455	728.143	1055.000	550.680	846.231	2328.878	2247.257	1569.688	1603.029	3193.840	1240.733	1237.735	961.244	1278.182	1212.133	1539.405	1505.359	1131.357	1102.222	733.657	1004.250	1008.618	1585.839	1485.156	1149.026	1682.841	1281.476	1243.590	1404.893	1348.474	1341.382	1070.568	1075.865	1225.062	946.346	1236.231	762.844	822.143	908.286	1333.735	887.808	1749.231	1776.941	1029.125	1193.730	1077.952	2103.182	944.765	1086.811	1155.900	1031.875	1131.688	558.850
1312	1612.068	1068.353	959.951	1720.091	969.269	1554.531	674.385	809.920	1067.121	690.424	672.071	930.462	491.120	757.808	2291.024	2308.286	1553.281	1505.412	2961.040	1187.356	1118.059	871.689	1166.333	1217.111	1346.486	1304.846	1088.393	1022.370	709.714	1035.000	965.618	1461.677	1351.688	1108.179	1572.886	1202.976	1188.846	1342.786	1348.842	1335.800	962.919	1004.216	1187.875	895.962	1210.000	752.969	817.238	907.905	1298.853	838.250	1670.231	1711.706	985.375	1097.378	985.167	1985.909	889.765	1019.811	1051.933	964.031	1090.188	489.733
1313	1442.500	1032.912	907.585	2038.841	913.865	1408.500	667.487	688.280	1018.364	636.424	627.405	864.333	469.960	693.115	2217.585	2261.000	1475.094	1472.618	2785.820	1171.489	1070.559	848.089	1048.879	1181.822	1263.243	1265.462	1053.143	971.593	684.000	983.469	921.441	1433.129	1301.094	1072.949	1494.523	1149.262	1200.487	1300.143	1330.053	1290.582	882.865	960.135	1114.875	845.808	1180.731	711.062	776.190	920.286	1270.441	824.846	1631.423	1590.373	919.312	1010.513	903.119	1832.455	852.529	970.487	956.333	896.844	1082.531	486.933
1314	1269.273	990.471	918.512	2377.659	896.173	1326.531	612.026	652.600	923.788	585.364	602.619	797.128	451.480	648.731	2173.415	2217.428	1454.219	1402.118	2601.460	1179.622	1072.559	845.533	993.000	1169.067	1191.108	1203.333	1027.321	916.593	657.686	1020.656	857.206	1417.000	1236.562	1036.000	1393.068	1156.738	1170.179	1283.929	1329.474	1332.055	868.703	937.027	1125.625	792.962	1141.308	687.844	765.000	889.476	1293.647	811.404	1525.846	1503.177	917.594	944.405	893.000	1561.273	843.941	965.135	903.600	841.750	1049.969	475.750
1315	1202.455	992.618	873.902	2701.682	829.404	1190.969	616.026	559.960	840.091	513.515	576.595	764.692	459.920	596.712	2151.805	2257.457	1473.219	1394.882	2466.760	1152.489	1069.177	819.111	946.061	1127.622	1158.757	1187.872	939.750	901.556	588.371	1010.375	815.618	1286.903	1172.812	1047.949	1298.500	1088.833	1125.128	1246.786	1313.632	1293.691	821.568	918.649	1056.438	822.500	1138.077	680.594	767.000	861.952	1235.941	844.885	1496.615	1352.412	896.938	880.513	817.619	1430.295	814.000	920.054	852.233	800.094	1009.812	458.150
1316	1100.659	974.059	861.951	2935.500	798.962	1128.125	622.205	530.680	787.424	486.333	586.690	755.487	427.520	579.788	2153.390	2214.371	1435.219	1385.353	2246.100	1133.333	1029.912	801.289	893.303	1100.578	1138.730	1189.923	976.857	906.518	596.686	1030.031	788.529	1192.484	1156.812	984.385	1247.341	1117.452	1067.769	1168.750	1274.053	1307.200	809.865	926.189	1120.125	798.577	1128.269	702.531	734.429	857.762	1273.323	848.077	1401.346	1269.216	874.812	846.216	802.857	1255.773	793.176	883.973	835.667	769.531	1006.219	437.833
1317	1040.705	972.118	861.366	3041.659	831.519	1119.125	615.333	517.920	782.879	464.818	567.595	729.769	471.800	555.019	2152.268	2228.686	1407.469	1380.706	2052.460	1113.978	1008.912	795.000	887.212	1136.844	1106.919	1196.282	948.714	905.074	593.229	1027.406	812.412	1191.710	1113.156	975.308	1218.273	1105.333	1119.103	1196.536	1277.263	1397.091	809.189	940.162	1154.500	767.731	1110.731	713.562	726.000	873.048	1253.500	861.673	1305.115	1187.608	859.031	825.351	808.071	1346.841	804.941	907.216	805.400	772.344	1035.469	451.017
